,club,player,comment,label,gpt_sentiment_score,gpt_label,gpt_explanation,xlm_roberta_score,xlm_roberta_label,vader_score,vader_label
164,lille,Jonathan David,"Quelle bonne nouvelle pour Tiago Santos de poursuivre l'aventure lilloise, il faudrait maintenant essayer de convaincre Edon Zhegrova, car David c'est cuit à moins d'un retour de situation car il veut multiplier son salaire annuel 3 fois plus qu'à Lille soit 6 millions ❤️🤍",NEUTRAL,-1.0,NEGATIVE,"The comment expresses a negative sentiment towards Jonathan David, indicating that his departure from Lille is likely ('David c'est cuit') and mentioning his desire for a significant salary increase, which suggests dissatisfaction with his current situation. The comment does not present him positively.",0.9025958776474,POSITIVE,0.0,NEUTRAL
165,lille,Jonathan David,Bravo Jonathan David ❤️🔥😍👏🙌🙌💪🔴⚪🦷,POSITIVE,1.0,POSITIVE,"The comment expresses strong positive emotions towards Jonathan David, supported by multiple positive emojis such as hearts, fire, and clapping, indicating admiration and support for the player.",0.9068700671195984,POSITIVE,0.1531,POSITIVE
166,lille,Jonathan David,Psg need david as 9,POSITIVE,1.0,POSITIVE,"The comment expresses a positive opinion about Jonathan David by suggesting that PSG needs him as their number 9, indicating that the commenter values his abilities and sees him as a key player.",0.7466990947723389,NEUTRAL,0.0,NEUTRAL
167,lille,Jonathan David,LFGGGGG @jodavid 🇨🇦🇨🇦🇨🇦,POSITIVE,1.0,POSITIVE,"The comment expresses excitement and support for Jonathan David, indicated by 'LFG' (Let's F***ing Go) and the Canadian flag emojis, which suggest pride and encouragement towards the player.",0.4462302327156067,NEUTRAL,0.0,NEUTRAL
168,lille,Jonathan David,COME TO JUVENTUS 🤍🖤 @jodavid,POSITIVE,1.0,POSITIVE,"The comment expresses a positive sentiment towards Jonathan David by encouraging him to join Juventus, showing support and excitement, reinforced by the heart emojis.",0.6476678252220154,POSITIVE,0.6369,POSITIVE
169,lille,Jonathan David,"I mean 90% of that goal was the work of #26  to get it to David!! But alas, the strikers always get the glory….",NEGATIVE,0.5,POSITIVE,"The comment acknowledges Jonathan David's contribution to the goal, suggesting that he played an important role in scoring. The mention of '90% of that goal was the work of #26 to get it to David' implies that while another player assisted, David is still recognized for his part in the team effort. The phrase 'the strikers always get the glory' indicates a light-hearted acknowledgment of David's role as a striker, reinforcing a positive sentiment.",0.6252886652946472,POSITIVE,-0.629,NEGATIVE
170,lille,Jonathan David,Gros match de David,POSITIVE,1.0,POSITIVE,"The comment praises Jonathan David by saying 'Gros match de David', which translates to 'Great match from David', indicating a positive sentiment towards the player.",0.8716353178024292,POSITIVE,0.0,NEUTRAL
171,lille,Jonathan David,david prime le retour ☝🏼☝🏼,POSITIVE,1.0,POSITIVE,"The comment 'david prime le retour' suggests excitement or anticipation regarding Jonathan David, implying a strong positive sentiment. The use of the thumbs up emojis emphasizes enthusiasm towards his potential return.",0.6828797459602356,POSITIVE,0.0,NEUTRAL
172,lille,Jonathan David,"Facile, Jonathan David ! 🇨🇦⚽️💥",POSITIVE,1.0,POSITIVE,"The comment expresses enthusiasm and praise for Jonathan David, indicated by the use of the word 'Facile' (meaning easy or effortless) and the celebratory emojis, which show a positive sentiment towards the player.",0.7496860027313232,POSITIVE,-0.4199,NEGATIVE
173,lille,Jonathan David,C'est bon pour nous ... Edon et David et Lucas en plus ça serait parfait.,POSITIVE,0.0,NEUTRAL,"The comment mentions Jonathan David as part of a group (along with Edon and Lucas) and suggests that having them would be ideal, but it does not express a strong positive or negative sentiment specifically towards him.",0.9345692992210388,POSITIVE,0.0,NEUTRAL
174,lille,Jonathan David,Je vois le drapeau canadien dans les gradins 🇨🇦🍁 vous avez de la chances d'être là 💯 Let's Go David 💪💪💪,POSITIVE,1.0,POSITIVE,"The comment expresses excitement and support for Jonathan David, evident through the phrases 'Let's Go David' and the use of supportive emojis like 💪💪💪 which indicate encouragement.",0.8666298985481262,POSITIVE,0.2023,POSITIVE
175,staderennesfc,Ludovic Blas,C’est mérité Blas!!,POSITIVE,1.0,POSITIVE,"The comment 'C’est mérité Blas!!' translates to 'It's deserved Blas!!' indicating a positive sentiment towards Ludovic Blas, suggesting that the user believes he has earned something, likely praise or recognition.",0.9214600324630736,POSITIVE,0.0,NEUTRAL
176,staderennesfc,Ludovic Blas,@ludoblas Que Dieu t’accompagne !,POSITIVE,0.0,NEUTRAL,The comment expresses a wish for divine support for Ludovic Blas but does not convey a clear positive or negative sentiment about him as a player.,0.8344507217407227,POSITIVE,0.0,NEUTRAL
177,staderennesfc,Ludovic Blas,@ludoblas 💪🏽🔥,POSITIVE,1.0,POSITIVE,"The comment includes supportive emojis (💪🏽🔥) directed towards Ludovic Blas, indicating enthusiasm and positive sentiment towards the player.",0.7877920269966125,POSITIVE,-0.34,NEGATIVE
178,staderennesfc,Ludovic Blas,"Totalement mérité Ludo' Blas, ça paye ! 🥹☝🏽",POSITIVE,1.0,POSITIVE,"The comment expresses strong support for Ludovic Blas, stating that his achievements are well-deserved ('Totalement mérité'). The use of the term 'ça paye' reinforces the positive sentiment, suggesting that his efforts are recognized and appreciated. The emojis add an emotional touch, indicating happiness or pride.",0.9309502243995668,POSITIVE,0.0,NEUTRAL
179,staderennesfc,Ludovic Blas,"Honnêtement ça me fait chier on a vraiment des top joueurs tels que Seidu, Faye, Gronbaek, Kamara, Matusiwa, Blas, Jota et même le petit crack Andres Gomez mais tactiquement on a rien, on repose sur des exploits individuels de nos joueurs et la tactique d’aujourd’hui n’en parlons même pas, que des dribbleurs et des joueurs capables de faire la différence sur des exploits individuels et il compte « faire fermer des bouches », vivement un nouveau coach…",POSITIVE,0.0,NEUTRAL,"The comment mentions Ludovic Blas along with other players, but the overall tone focuses on the performance of the team and tactical issues rather than directly praising or criticizing Blas specifically. Therefore, it maintains a neutral sentiment towards him.",0.5322252511978149,POSITIVE,-0.4588,NEGATIVE
180,staderennesfc,Ludovic Blas,"1 0 contre le havre 95 min de blas sur le terrain (15 ballons perdus l artiste !!!)sortir hateboar du corner alors que c est le plus grand - le mec comprend aucunes de ses consignes alors qu il a ete champion d europe....tjrs pas jouer la concurrence a truffert (celle avec meling me manque)notre meilleur joueur est un defenseur de ligue 2kalimuendo j en parle meme pas tellement il m exaspere, mais nos champions de l analyse vont encore dure qu il fut bon....PLEINE LUCARNE trouvé nous UN match gagné ou le public a 80 pourcent a siflé l equipe et un coach comme ça...moi j ai connu les applauses quand on en a pris 5 face au auxerre de cissé and co..DEPLORABLE - POUR L INSTITUTION IL DISAIT ...",NEGATIVE,-1.0,NEGATIVE,"The comment is quite critical of Ludovic Blas, specifically mentioning his performance with phrases like '15 ballons perdus' (15 lost balls) and implying that he does not understand the coach's instructions. It expresses frustration and disappointment, indicating a negative sentiment towards the player.",0.4632942676544189,NEGATIVE,0.9748,POSITIVE
181,staderennesfc,Ludovic Blas,Blas il va marquer ce soir 🔥,POSITIVE,1.0,POSITIVE,"The comment expresses a positive expectation that Blas will score tonight, indicated by the phrase 'il va marquer' which translates to 'he is going to score' and accompanied by a fire emoji suggesting excitement or intensity.",0.8858937621116638,POSITIVE,-0.34,NEGATIVE
182,staderennesfc,Ludovic Blas,Ludo' Blas titulaire 🔥🔥,POSITIVE,1.0,POSITIVE,"The comment refers to Ludovic Blas as 'titulaire', which means he is a starter or key player, indicating a positive sentiment towards him. The use of fire emojis (🔥🔥) further emphasizes excitement or enthusiasm about his status.",0.7967447638511658,POSITIVE,-0.5859,NEGATIVE
183,staderennesfc,Ludovic Blas,"Un bon 3-1 pour se reprendre ce week-end jota, gronbaek et blas et côté havrais ce sera sur coup de pied arrêté je pense soit kinkoué ou Lloris à la réception ALLEZ RENNES !! 👏❤️🖤",POSITIVE,0.0,NEUTRAL,"The comment mentions Ludovic Blas as one of the players in a prediction for a game result, but it does not express a clear opinion about him positively or negatively. The reference is neutral in tone, and the overall sentiment of the comment is focused more on the match outcome rather than on Blas specifically.",0.9006708860397339,POSITIVE,0.6988,POSITIVE
184,staderennesfc,Ludovic Blas,"Sans Manquer de respect à @jul_stephan , à quelle heure arrive @stefpiolii s'il vous plaît? Après avoir perdu contre Reims... IT's time. Merci pour tout ce que vous avez donné au Stade, passons à la suite, logique. Peut-être que je suis trop dur...je laisse le soin à qui de droit. Mais perdre contre Reims...Avec un match aussi mauvais...Seule satisfaction: @ludoblas est de retour à son vrai niveau",POSITIVE,0.5,POSITIVE,"The comment primarily discusses the disappointment of losing a match, but it contains a positive note about Ludovic Blas: 'Seule satisfaction: @ludoblas est de retour à son vrai niveau', which explicitly praises his performance.",0.663459300994873,NEGATIVE,0.6705,POSITIVE
185,staderennesfc,Ludovic Blas,Blas,NEUTRAL,0.0,NEUTRAL,"The comment simply states the name of the player, Ludovic Blas, without any additional context or sentiment expressed towards him.",0.4212125539779663,NEUTRAL,0.0,NEUTRAL
186,staderennesfc,Ludovic Blas,J'ai trouvé blas et wooh bon. Le match est plaisant mais la défense c'est nul et quand vous avez des possibilités allezi bordel dem,POSITIVE,0.0,NEUTRAL,"The comment mentions Ludovic Blas positively ('blas et wooh bon'), indicating some approval of his performance, while also expressing negative sentiments about the defense and the overall match. However, the focus remains mixed with no strong sentiment towards Blas himself, resulting in a neutral overall sentiment.",0.8289477229118347,NEGATIVE,0.0,NEUTRAL
187,staderennesfc,Ludovic Blas,Ludovic blas,NEUTRAL,0.0,NEUTRAL,The comment only states the player's name without any additional context or sentiment expressed towards him.,0.5686741471290588,POSITIVE,0.0,NEUTRAL
188,staderennesfc,Ludovic Blas,La classe @ludoblas !,POSITIVE,1.0,POSITIVE,"The comment expresses admiration for Ludovic Blas by stating 'La classe', which translates to 'class' in English, implying a positive sentiment towards his qualities or performance. The use of his handle '@ludoblas' directly refers to him.",0.6294191479682922,POSITIVE,0.0,NEUTRAL
189,staderennesfc,Ludovic Blas,@staderennaisfc @ludoblas 🔥🔥🔥🔥🔥,POSITIVE,1.0,POSITIVE,"The comment uses multiple fire emojis which typically indicate strong enthusiasm or admiration. 'ludoblas' suggests a reference to Ludovic Blas, and the overall tone is very positive.",0.5987573862075806,POSITIVE,-0.875,NEGATIVE
190,staderennesfc,Ludovic Blas,Selecao 🇧🇷 @ludoblas 😍,POSITIVE,1.0,POSITIVE,"The comment includes a positive emoji (😍) directed at Ludovic Blas, indicating admiration or affection. The use of the Brazilian flag emoji (🇧🇷) also suggests a positive sentiment, likely referencing his association with the team or his performance.",0.6590138077735901,POSITIVE,0.4588,POSITIVE
191,staderennesfc,Ludovic Blas,Rennes - Toulouse : 2 - 1 ( buts : blas ( 2 ) ),POSITIVE,1.0,POSITIVE,"The comment highlights that Ludovic Blas scored 2 goals in the match, which is a positive reflection on his performance.",0.7363042831420898,NEUTRAL,0.0,NEUTRAL
192,staderennesfc,Ludovic Blas,Il y avais pas d’autres photo que de mettre celle ou blas est avec le maillot de Nantes ..,NEUTRAL,0.0,NEUTRAL,"The comment mentions Ludovic Blas in the context of a photo where he is wearing the Nantes jersey, but it does not express a positive or negative sentiment towards him.",0.4071935415267944,NEUTRAL,0.0,NEUTRAL
193,staderennesfc,Ludovic Blas,gardez blas svp !,POSITIVE,1.0,POSITIVE,"The comment 'gardez blas svp !' translates to 'please keep Blas!' which indicates a positive sentiment towards Ludovic Blas, suggesting that the commenter values him and wants him to remain with the team.",0.3986435234546661,NEGATIVE,0.0,NEUTRAL
194,staderennesfc,Ludovic Blas,Blas❤️🖤,POSITIVE,1.0,POSITIVE,"The comment features a heart emoji next to Blas's name, indicating affection and support for the player. The use of the heart symbolizes a positive sentiment towards Ludovic Blas.",0.6564879417419434,POSITIVE,0.6369,POSITIVE
195,staderennesfc,Ludovic Blas,Bosseur Ludo' Blas 🔥🔥⚡️,POSITIVE,1.0,POSITIVE,"The comment refers positively to Ludovic Blas, using the term 'Bosseur' which implies he is hardworking or a hustler, paired with enthusiastic emojis (🔥🔥⚡️) that convey excitement and admiration.",0.8319641351699829,POSITIVE,-0.5859,NEGATIVE
196,staderennesfc,Ludovic Blas,@ludoblas crack 😍,POSITIVE,1.0,POSITIVE,"@ludoblas is referred to as 'crack,' which denotes admiration and the emoji 😍 expresses love and appreciation, indicating a very positive sentiment towards Ludovic Blas.",0.9011009931564332,POSITIVE,0.4588,POSITIVE
197,staderennesfc,Ludovic Blas,Merci @ludoblas 😍🔥,POSITIVE,1.0,POSITIVE,"The comment expresses gratitude and admiration towards Ludovic Blas, indicated by the use of 'Merci' and the positive emojis 😍🔥.",0.9103973507881165,POSITIVE,0.1531,POSITIVE
198,staderennesfc,Ludovic Blas,COME TO GALATASARAY BLAS🦁🦁,POSITIVE,1.0,POSITIVE,"The comment expresses a positive sentiment towards Ludovic Blas by urging him to join a specific team (Galatasaray), indicating admiration and enthusiasm for the player. The use of the lion emojis also adds a positive connotation.",0.6361567378044128,POSITIVE,0.0,NEUTRAL
199,staderennesfc,Ludovic Blas,@ludoblas confirme son début de saison Canon!!,POSITIVE,1.0,POSITIVE,"@ludoblas is mentioned positively, with 'début de saison Canon' suggesting that Ludovic Blas has had an excellent start to the season.",0.8397034406661987,POSITIVE,0.0,NEUTRAL
